reviewText,Positive,sentiment,NaiveBayesSentiment
's easy grandkids pick skill needed play game . good quiet time rainy day .,1,1,1
another great game fun play . play long short time available still fun .,1,1,1
could play would like fix would work someone could play .,0,1,1
think awesome play kindle like playing good pas time waiting,1,1,1
"love app . 's much fun play easy learn . best , 's free . kid adult alike like one .",1,1,1
wonderful time suck . wish could pas level bit quicker . take bit get .,1,1,1
started playing game 9:00 pm could n't stop 2:00 . 's fun challenge kid adult alike enjoy . creativity 's best !,1,1,1
'm hooked . drive nut keep entertained coming back . see bif hit .,1,1,1
work well kindle fire . would recommend . fun play . lock ups . good graphic . nothing else add .,1,1,1
addicted game.it made go buy angry bird star wars.i highly recommend .,1,1,1
"'s angry bird kindle . look great kindle fire hd , 's fun play 'm bored .",1,1,1
"angry bird one first game hit absolute popularity mobile gaming market , 's still good ever . ad n't bother even hate , turn wifi playing game . lot level",1,1,1
great way waste time . 7 year old love compete high score ! great load !,1,1,1
's like playing angry bird phone wider screen make much easier,1,1,1
app great fun addicting . much better tablet small touch screen phone .,1,1,1
"bird back free version original keeping kid happy satisfied pecking action . n't problem running game n't level real game , 's still addictiv",1,1,1
"well , 's easy first get littleharder . never buy one small cellphone , get kindle fire hd",1,1,1
"every one house love app . 18 month old , 6 year old , even grandma . app free ton version angry bird .",1,1,1
say ? game fun addictive . game fun excitement played everyone anyone ..,1,1,1
"burn time one , beat free . 've bought going back trying clear level three star . grrr . really n't level available .",1,1,1
crazy game . frustrating fun time . crazy !,1,1,1
"grandson downloaded app could play road trip ..... asked remove , said & # 34 ; grammy , 'd love , 'll show delete want , also going show play ! & # 34 ; .....",1,1,1
"really fun game free . lot challenging level . love , husband love , even 4 yr old grandson love is.give try",1,1,1
game pretty fun.what pick kind level want.then shout angry bird knock buildings.well 's all.hope get game .,1,1,1
bird someting else lot fun shooting thru air hitting thing . premier bird . fun .,1,1,1
grandson love . n't play keep occupied . game good .,1,1,1
"enjoy anry bird game , grandkids . fun play .",1,1,1
"heard lot angry bird , wans't sure . son downloaed new kindle , pretty fun !",1,1,1
love game much never played even knew got kindle get enough game .,1,1,1
also hit three old grandson . kept attention waiting doctor office etc ... pro well .,1,1,1
"fun smash thing , without clean . love able play different game . thanks !",1,1,1
's addicting challenging . play downtime 'm waiting pick friend . best game,1,1,1
"must application.i thought game stupid first , playing ! hour ! realized flipping amazing .",1,1,1
order game online download n't write review . hit miss n't ?,1,0,1
frustrating rapidly becomes addictive . addicted since old day crochet space invader,1,0,1
interesting excellent app . hope angre bird space free download kindle 's user . thanks lot .,1,1,1
fun game play occasionally ( stuck traffic waiting room ) . higher level difficult !,1,1,1
first one could n't get enough . finished level n't realize verisions . 'm hooked .,1,0,1
"kindle great internet hold back playing anywhere n't internet , say doc office hospital treatment room ( get renegade treatment ) ca n't play .",1,1,1
"want keep trying beat game . ! good young old , enjoy !",1,1,1
downloaded angry bird kindle & definitely love playing . highly recommend game & even kid & grandkids like play !,1,1,1
free application let take angry bird wherever go . purchased kindle fire . 's free take second load . great age !,1,1,1
bad angry bird application . bad angry bird application . repeat necessary - always fun .,1,1,1
3 year old grandson love game . love diffrent level . make stop playing game kindle . n't want become game junkey . kid need play outside pretend play .,1,1,1
say . 's addictive & love ! needed add 5 word submit review .,1,1,1
"one best game waiting appointment , interrupted dr. appt . know miserable little hero bird still waiting . addicting . thing ... good game play right",1,1,1
enjoy playing game ! love different level ! game one addicting !,1,1,1
son set asked give shot . found lot fun surprisingly entertaining . come game ? anyway thanks giggle .,1,1,1
fun game many level . terribly addicting challenge . version fun free,1,1,1
never played understood angry bird got kindle fire got free app . hooked ! n't find ad problem strongly recommend free app spending money rid ad onl,1,1,1
4 year old grandson able play would entertain hour end would let .,1,1,1
silly lot fun,1,1,1
"driving crazy , dream making stupid pig bacon.lots great level annoying near miss keep comingback . ugh . love game .",1,1,1
"entertaining fun ! usually play game really like angry bird ! fun , challenging great play waiting appointment , ! ! good fun ! ! challenged son blast , ! ! ! !",1,1,1
"'s angry bird , course 's fun . game could keep someone occupied hour . almost annoyingly addictive .",1,1,1
find game much fun aa others bought kid seemed enjoy . really appreciate fact free .,1,1,1
"enjoyable game . love little bird husband . 's challenge win downloads little bird , 's fun .",1,1,1
"great kid ; , like .... pass time wonderful happy way .... laugh fun lot ; youngest want pig killer grows ... brother want work eagle ... great thing",1,1,1
addiictive game ! many level advance quite challenging ! fun bored .,1,1,1
"game ca n't put , start ! say game really make keeping going win !",1,1,1
"addicted game . ca n't put . installed kindle fire hd work perfectly ,",1,1,1
"got kindle fire played game friend ipad , got kick encouraged buy one . 'm still learning game make lot boo-boo 's , like shooting bird back & way",1,1,1
yes inducted crazy bird game really like lot . keep wanting better getting pig matter . 's fun game age played kid .,1,1,1
game entertaining early teen younger . top 's free ! ca n't beat .,1,1,1
everyone family play one . enjoy free app . sure want download full app yet .,1,1,1
bought game daughter girlfriend grandson love play find lot fun,1,1,1
"child enjoy game . graphic great . audio amusing u . using sliding motion , shoot bird various attack move via sling shot . bird break board , rock , etc attack pig . many stage .",1,1,1
"know . learned aim bird bird , sometimes knock , sometimes miss . fun game .",1,1,1
recommend getting game . really great way spend way device . brother also lovecthis game . hope enjoy,1,1,1
"great game age 's great time killer . would recommend paid version well , 's expensive .",1,1,1
really like . 'm considering buying upgraded version . game one make try get high score exciting .,1,1,1
free . run kindle fire hd . could better .. well angry bird free would better . bring em .,1,1,1
hate advertisement well want ad free app enable airplane mode 's free advertisement,1,1,1
"grandkids recommended , found good entertainment , fun , 's free . level little fustrating fill time .",1,1,1
angry bird enjoyable entertaining game like play bored glad found .,1,1,1
started playing many people kept saying great game.needless say awesome game ! work great kindle fire many level play !,1,1,1
great time waster keep trying one time frustrated try . whole family love game .,1,1,1
angry bird mad tearing hideout . hide cave pinch .,1,0,1
omg . fantastic fantastic app . make think . higher level harder,1,1,1
one one got started game . grandson ask daughter help time put . really enjoy one . thank much,1,1,1
"anyone family ( age 4-44 ! ) play game everyone love . free version plenty level play/master . ad n't obtrusive , n't bought full version .",1,1,1
"good game , lot challenging level . u get app , u never get bored . must get !",1,1,1
late getting angry bird husband absolutely love ! addictive totally capture attention !,1,1,1
's amazing app kid adult . 's simple hard.i would recommend everyone,1,1,1
love angry bird . first exposure somply & # 34 ; chewing gum & # 34 ; mind eye .,1,1,1
"since kid seem know angry bird , thought would enjoy exploring playing game",1,1,1
awesome update get new level superpower n't buy hd get full version free !,1,1,1
enjoy playing game stressful day . help relax bed time . would recommend freinds,1,1,1
continue war evil piggy ever go help app ton level battle way .,1,1,1
4 year old love . know love see think great leaning game .,1,1,1
like see bird flying small one turn tree touch fun enjoyable,1,1,1
game best . love funny little bird keep u entertained hour . almost passed game mere luck loved . totally recommend every one every age . free kindle fire,1,1,1
"'m faced situation make wish could `` smack jerk silly '' , whether non-driver cut drive home , smart-aleck store clerk , yet another telephone money solicitor dinner , use angry bird vent",1,1,1
expecting boring . awesome ! _____ pig . would suggest anyone .,1,1,1
love app - especially grand child always want play game kindle everytime come .,1,1,1
kill quite bit time playing game . alot replay value also .,1,1,1
game fantastic need new mode make level share online friend community play,1,1,1
"good app , really happy see android . kid play death . 's always front carousel .",1,1,1
funny game keep get pig ! ! great fun game .,1,1,1
"angry bird : often ca n't put clear scene move next level . frustrates sometimes , like challenge . grandkids fight .",1,1,1
heard craze game downloaded table nexus 7 addicted age play 2 yr old grandchild u adult love kid : ),1,1,1
great app everyone . dad turning 40 something year play . also great fire .,1,1,1
longer need review . rovio received 8 million dl christmas day 30 million dl christmas week . absolutely nothing new say irritated avians .,1,1,0
"perfect game app wonder fuss , guarantee five ten minute game play , 'll buying ad-free version .",1,1,1
"awesome game , reccomend everybody . trust , 's fun shooting bird pig ! ! ! ! ! ! point pig stole bird 's egg . hope like .",1,1,1
word amazimg . work great kindle fire add ! 's game 've played two week .,1,1,1
"ca n't world go na na na na like perret baby got 2 , 2 knickknack sleeve sceaming mahalo",1,1,1
"okay , everyone right . game fun . 've hold recently tried . ca n't wait time play .",1,1,1
fun challenging.great graphic sound.i guess old clear grade . keep trying .,1,1,1
love game one favorite game ever . challenging fun relaxing exciting lot lot . ca n't stop playing telling everyone get free ! highly highly highly recommend get app,1,1,1
fun game hurry wait situation er dmv . best part : 's free send wild goose chase b_s_ web site `` update '' nonsense .,1,1,1
"rapido facil de usar , intuitivo , con grandes diversiones niveles para entretener toda la edades , grandes graficos sonidos , funciona ok en la kd hd 8.9",1,1,0
"daughter , age 45 , love angry bird playing phone long time . got ahold kindle fire downloaded angry bird . played around 6 hour putting . also like play angry bird",1,1,1
"full version ad ! app wont waste time ! actually , might . super addicting !",1,1,1
habit forming great fun . play hour - great dexterity mostly fun fun fun,1,1,1
"really enjoy playing different free angry bird game free moment . fun , n't cost anything .",1,1,1
"granddaughter enjoy angry bird free web , hesitated download free version ( never paid game ) warning ad . enticed 5-star review , installed game new kfhd8.9 . yes",1,1,1
got son got grand-daughter hooked . blast playing . good app free .,1,1,1
would love hug inventor angry bird . waiting year get angry bird app . love .,1,1,1
"like angry bird . level challenging , get ad , x . , free game .",1,1,1
game fun play grand child find fun challeging level .,1,1,1
game good age . good eye hand coordination . teach angle etc . really get hooked,1,1,1
"boy say game . fun kid like , &",1,1,1
angry bird free great game family . grandchild love compete enjoy beating . would recommend others .,1,1,1
fun & challenging enough kid & adult well . ca n't go wrong angry bird all~,1,1,1
find game fun challenging . hate haviang quit playing 've wiped smirk face . round whole new challenge .,1,1,1
"really like angry bird game . could stand suggestive violent ad kept popping free version game . delete reason find free version without vulger popups , 'll play",0,1,0
"like angry bird , love app . many different level . girl , 10 & 8 , always stealing kindle fire playing ! !",1,1,1
"mom n't know use computer much , easy find angry bird app playing hour let kindle long lol .",1,1,1
game great different start playing cant stop going load game kindle,1,1,1
heard form friend .... challange get pig .. loleach stage designed give bid function different ways.each stage progressively different difficult .. challenge recognice de,1,1,1
addicting game . many way pas certain level . enjoy game lot get stuck level .,1,1,1
wood like see animal game free really like game game great love game,1,1,1
"one mindless 'keep busy ' game . , however require think ( unconsciously ) trajectory angle . sound best part !",1,1,1
"favorite app sure . first came , used play time . today much , 's popular game good reason .",1,1,1
downloaded game yesterday ca n't seem put . find fighting twin 3 yr old want play ! great game great app,1,1,1
"... game n't already said ? , game play week two , put . 'll pick couple month play again.it fun way burn extra time . also frustrate crap .",1,1,1
love app blue bird favorite angry bird hay angry bird ! ! ! ! ! ! get app . recommend people like funny apps ! : ),1,1,1
"love angry bird freaking much . mean ? got angry bird hat , glove , sweater , wallpaper , everything . 'm addicted . 'll focus beating level fourteen , eating pea dinner plate . n't know many rule '",1,1,1
's fun way pas time 're stuck doctor 's office waiting someone .,1,1,1
love angry bird funny little hard too.i hope u people bought app awesome time playing game,1,1,1
love hear crash . got lil devil . ca n't get enough anger bird crashing sound . 'll get yet !,1,1,1
"game fun frustrating ! really figure little trick bird , bit advantage pig . hubby addicted ! great game !",1,1,1
great way kill time without hurting consciounce . game come reputation fun .,1,1,1
"good kindle , nicest feature . ipad little better , pretty bored . nice .",1,1,1
"great game play addicting , went ahead bought full version , super addicting play ! fun age !",1,1,1
"'re way accomplished life , solid income , debt paid really want waste 5-10 hour day , get app . 'll make day fly fast , child 's child flying around",1,1,1
real challenging game.which make work result . hard set game .,1,1,1
know angry bird . probably popular computer game world . 's probably downloaded app existence . 's praised user critic alike.and deserves praise.angry bird combine simple control,1,1,1
n't download n't time . game addictive never put .,1,0,1
"one great course , plenty level keep busy . ca n't game ton level .",1,1,1
"whole family , including grandson , love play game . get frustrating time make fun .",1,1,1
"really enjoy one . fun , challenging . course kid game better , like trying .",1,1,1
"really like game . 's quite frustrating guess 's people like . 've thisgame phone kindle fire time . , grandson like .",1,1,1
"bird pig heart beginning- nevermind trying hardest kill ! graphic sound effect game genius , accounting 's huge popularity young old alike !",1,1,1
game fun . many different type angry bird shoot many different green blob . love sound come angry bird hit stuff . crack every time . : ),1,1,1
downloaded played first time - lot fun kind addictive - think anyone would enjoy game,1,1,1
love bird pig amazing alex even ! ! ! holy mother gangnam style awesome best game world ... bird cool,1,1,1
game keep entertained pas time waiting somewhere keeping attention something .,1,1,1
"enjoyed far . n't much time game , one seems good one",1,1,1
amazing game would recommend user love throwing thing . hey fun game violence run smooth lag shuts down .,1,1,1
watched husband play game . understand played much .,1,1,1
"burds drive crazy fun unwind . sometimes thinkl spend much time trying complete level , fun",1,1,1
"wife play game time.it 's good , solid rendition angry bird game.graphics clear quick respond.no problem loading interfering application .",1,1,1
game expect used device work great kindle fire . free mean ad supported . introduces lag loading level . great free app . like want le laggy th,1,1,1
angry bird best game ever . love bomb bird . way game ever boring,1,1,1
angry bird game ca n't seem stay away . want keep going see get nextlevel . great game .,1,1,1
"challenge love alot , since stroke help brain work.thank much ! ! ! ! like free",1,1,1
"everyone family enjoys one . many level great killing time , plus ad n't annoying .",1,1,1
"ca n't beat free , right ? whole family addicted game . help beat level .",1,1,1
daughter love anyhting angry bird . game entertaining . 'd reccomend game whole family .,1,1,1
n't issue app kindle fire hd . work great n't freeze system .,1,1,1
problem called angry bird . hate piggy passion difficult time putting game .,1,1,1
"keep whole family busy . fun game . even husband known play time time . kid teasing get start war version game . maybe soon . creative , fun help pas time away . love",1,1,1
love game ! fun make think . app kid adult .,1,1,1
"good game , kid love , many level n't difficult game , anyone play .",1,1,1
even little commercial ..... still great app . love love rest .,1,1,1
'd go game . keep entertained quite . whitehaven every device must good,1,1,1
angry bird addictive ! husband lot fun playing . good game .,1,1,1
best app game time new game bad piggy fun little thinking .,1,1,1
fun addictive . hour play time constantly changing . cartoon bit drawn fun,1,1,1
"game really fun addicting . quite challenge level , force one think .",1,1,1
enjoy frustration ! ! ! learning maneuver bird moving along board quite well .,1,1,1
daughter love ! ! ! ! ! ! ! ! ! ! ! ! : - ) ! ! ! ! ! ! : - ) ! ! ! show say !,1,1,1
app addicting ! like n't require wifi play could play hour !,1,1,1
finally decided try popular angry bird . 3yr old enjoy playing together alone . turn app purchase ! ! ! ! thank angry bird,1,1,1
"angry bird , free ... say . kid love angry bird love one play phone kindle . glad downloaded .",1,1,1
"help ! ! ! cant stop playing game ! addictive game . work well kindle fire , dont mind ad free .",1,1,1
"absolutely loved tried space bird , thought addicting , okay . good 'm online .",1,1,1
good game rovio hard fun . ca n't seem beat ham e 'm high still fun get update ( much fun ) love red mighty feather . make happy happy happy,1,1,1
"gave game 5 star enjoying much kid ! downloaded app fro 5 year old grandson played together . night , found playing , excuse young one hou",1,1,1
game challenging enough age group lot fun play . graphic fine .,1,1,1
need read review anymore anything popular . `` angry bird '' cat-nip kid fun way aggressive adult relieve frustration wasting time might spent completing tedious chore . besides 're helpi,1,1,1
"3 grandson ( 11 , 9 7 ) fight play game . also make good babysitter .",1,1,1
"angry bird one greatest game ever played , love challenging different level . bird also adorable bushy eyebrow . must-have app , actual game fun ,",1,1,1
best way kill time . angry bird taken . play time .,1,1,1
blast playi recommend anyone yet try it.it addicting game,1,1,1
"know angry bird hit ! really fun game , smooth action glitch kindle ...",1,1,1
constantly looking kindle nd app work great . flaw hassle app .,1,1,1
free ! ! angry bird game simply addicting .. overall worth download nothing lose time playing angry bird,1,1,1
n't really use much game n't really use might somehow . joe,0,0,0
"'d heard game , decided get free kindle fire . 's simple game , 's also fun . character funny . really enjoy angry bird .",1,1,1
"daughter say big fan angry bird father going override say great game . mean , angry bird , say . game everyone playing playing playe",1,1,1
n't love angry bird ? plus angry bird free . fun little game kill time launch bird .,1,1,1
really fun play nothing especially since spare time high school .,1,1,1
n't like angry bird ? one best free game . download n't already play .,1,1,1
start play wont want stop . become addicted . challenging get angry bird .,1,1,1
interesting game . love & dad play team beat different level .,1,1,1
enjoy playing game price exactly right budget . would recommend getting anyone .,1,1,1
"enjoyed game . strategy essential playing sharpens sens . 'm 70 year old wonderful tool keep sharp , plus 's lot fun .",1,1,1
"picked family telling great really enjoy playing . new goal try challenging , yet fun ... n't want put ..",1,1,1
"love angry bird game , much fun play one great different game , must .",1,1,1
love angry bird . computer downloaded onto kindle . fun play take skill . really get little green piggy .,1,1,1
"first mom thought game weird , showed 's addictive . absolutely love game . get , must .",1,1,1
fun entertaining . good way away time long line waiting doctor office . love sound effect !,1,1,1
"liked kindle fire , could really enjoy game bought kindle way much advertising play one two time , click start home page ! ! ! !",1,1,1
great way keep kid hubby busy dr 's office little bit . busy way knew lol .,1,1,1
"love like 50 million level game . 's pain butt sometimes , 's something fun attacking green pig suicidal bird .",1,1,1
like angry bird game space star war one yet like lot lot fun,1,1,1
"great fun . hooked immediately . love sound . looking forward catching 5-year-old great-grandson , let !",1,1,1
actually even played game yet sure like . downloaded game niece could play loved .,1,1,1
great game . love playing 's chanllenge . ca n't go wrong playing angry bird . would recommend game anyone .,1,1,1
"chose rating , favorite grandchild . believe want grandma try , .",1,1,1
one son 's favorite game play love . really like could download one,1,1,1
could live without angry bird . kid love app husband . must family .,1,1,1
"version angry bird awesome , one son 's favorite . 's simple easier use .",1,1,1
"never played game son downloaded onto kindle fire . 's hard get hang , addictive continued use .",1,0,1
"make laugh , grand-daughter watching laughing love laughing grand-children 'm stressed play laugh",1,1,1
like game get judge far bird go knock pig ' castle . graphic awesome bird appear mad pig . fun age !,1,1,1
"first angry bird played hooked beginning . matter fact , husband laughing bought tablet lot great function spending time playing game .",1,1,1
"grandson love , play time ca n't wait get get yell",1,1,1
hand frustrating game ever ! 'll darned n't spend hour playing thing ! law physic gravity completely thrown window aim little higher mass destruction ! awesome !,1,1,1
fun great game play ! also one first game got kindle fire enjoyed much ! !,1,1,1
cool game . addictive . angry bird free awsome game . would highly reccomend friend family !,1,1,1
like game . challenging vey addictive . dam piggy . great way spend time .,1,1,1
"game somewhat uncool stupid , addicting . 've playing long remember really n't anything bad say",1,1,1
"reviewing family . three half year old son love . sevin year old love . run polaroid tablet ( fan , son occasionally play vtech innotab ) daughter nabi2 . great nabi",1,1,1
put daughter 's nabi jr husband take 's looking play hour . absolutely love .,1,1,1
great whole family . chaellenging . never want put . playing every day since got,1,1,1
"fun play , lot level . even grandkids play . instruction needed start need figure different function bird .",1,1,1
love angry bird product get foripod kindle.would highly recommend people try,1,1,1
inhabitant free software movement life explorer n't get complete list,1,1,1
fun game . easy use take patience . kid love . hope game come like . recommend game .,1,1,1
daughter play game time continuously laughing head ! highly recommend game really want good laugh !,1,1,1
run great kindle fire . love angry bird . game always give something . although game hard .,1,1,1
first game kid downloaded kindle fire remains favorite nearly year later .,1,1,1
"omg , son would play 24/7 n't take away . love game . fun watching play much fun !",1,1,1
go wrong app let break building sling shot . love app .,1,1,1
"wonderful game little level ( relatively speaking ) issue challenge , beat level first finger , restart game use nose , win use foot play , another way",1,1,1
fun little game play ! came handy boring wait airport vacation . addictive !,1,1,1
son husband love app . look great kindle size screen make awesome,1,1,1
daughter love game cant stop playing .. little addictive started play well ..,1,1,1
"boy promised would like angry bird , thy right .it 's fun game 's hard put get started.and easy lose track time playing.best game ever",1,1,1
"kid love game ! throwing angry bird around becomes addictive , make keep coming back ! : )",1,1,1
love angry bird . one favourite game . take skill patience . recommend game anybody play .,1,1,1
become addict angry bird love achieve award level kill little pig !,1,1,1
"game reason purchase additional series currently nook . grandson especially intrigued game actually taught play . may keep kid free quiet , mindless",1,1,1
course best . phone grandson . using game since 4 year old,1,1,1
love playing angry bird . love throwing little critter ! hate survivor laugh hitting ! = ),1,1,1
"n't like angry bird ? 's free finish episode , next challenge perfectly . 's harder might think .",1,1,1
"'s fun free , 's love fun free app . got kid ' tablet 'd stop asking iphone .",1,1,1
definitely recommend app . angry bird fun entertaining age . father bought kindle christmas ended playing angry bird hour night ! always fun .,1,1,1
game & # 34 ; really & # 34 ; need rating ? game always exciting fun game . one thing could possibly make angry bird better play life size ( 've done ) .,1,1,1
original game good game newer version amazing fun interesting plus like hit pig get point,1,1,1
everyone love playing game . good age . even little one . good car ride .,1,1,1
"got hooked game love many level , n't get bored . great app",1,1,1
"fun game challenge , especially n't buy power ups . completed level going back trying get level highest score .. 3 star . n't easy . time-consuming",1,1,1
saw first got kindle did'nt get cause n't think care much game . visited grandkids christmas . gotten new kindle fire introduced angry bird . 'm good time . 'm gla,1,1,1
game started amazing 's fun addicting+ n't would n't space game buy !,1,1,1
could play game hour end . 's challenging enough keep trying ! 's great hand/eye coordination .,1,1,1
like playing trying bet score keep going going whats like,1,1,1
"normal version , fun play . kid love , also addictive play much .",1,1,1
"app listed free give free sample game . want full game need purchase . fine , n't say 's free .",0,1,1
"ca n't play game . everyone fun , could n't get hang .",0,1,1
love play angry bird . 'm big game player love angry bird . easy fun ! !,1,1,1
"terrified real bird , love angry bird ! sometimes , keep trying level till get right ! always go back 3 star n't get right away !",1,1,1
husband love game patience . play game talk .,1,1,1
' stop playing ! nice able . go back play different level .,1,1,1
"omg ! ca n't tear away playing game . try might , hard time helping little bird take pig ! ca n't seem play one game . n't score score big , redo game till . ke",1,1,1
play fb almost everyday . use strategy figure improve score . love mind game,1,1,1
great way spend time something fun . silly may .... really enjoy !,1,1,1
"think angry bird great game . want watch tv let play sneak away.do n't bother getting one worth 99cents . mean , ad like destroy world . fun yet challenging.it relaxes",1,1,1
"get kindle supposed go , showed daughter 's kindle 's enjoyable . still trying figure unable get mine .",1,1,1
"great gift , educational unless need learn consequence ( ha ha ) son love . free equal awesome , 's really good ! good ... awesome really fun awesomely great !",1,1,1
grandkids play . ca n't get anywhere game require skill . like ... 'll stick word game card .,1,1,1
amazing never knew fun til grandson started playing play time .... fun,1,1,1
"love always wanting play , teach skill killed playing actually share",1,1,1
grandkids downloaded havent tried yet . sure love,1,1,1
play hour . lot fun . n't aware bird could though someone showed .,1,1,1
lot fun kid really enjoy game say little different game play,1,1,1
great game ... amuses quite long time enjoy trying get board . gotten angry bird game .,1,1,1
finally found everyone playing angry bird . fun slightly addictive game . like many different level .,1,1,1
"never thought 'd get addicted game . fact , 4 year addicted game . 's fun challenging time .",1,1,1
love playing game still play day . issue getting difficult pas .,1,1,1
know kid love bird kindle version great mobile love suggest family .,1,1,1
1st uninstall order get new update . crash everytime try older level . rovio b ! ! ! ! ! !,0,0,0
decided get app learn everyone kept talking . 's simple - 's fun bit mind bender . challenging enough keep occupied laugh set-ups . good time .,1,1,1
"amazing game ! 've never played angry bird , start ! new pacman sure ! great kid , teen , elderly !",1,1,1
day wait try keep tongue game . thought kid ! ! ! great get better better farther go . must folk like challenge mind .,1,1,1
several level . fun u . get lost hour playing one . make one think angle thing win . know kid love angry bird .,1,1,1
"hearing age age angry bird thought give try free app kindle . immediately sucked , oldest 2 daughter ( 7 4 ) like play treat school work , chore , etc . done afternoon .",1,1,1
"okay , far best get free game . ten stage 30 level , talking 300 400 level - joke ! game also come like 20 mini episode ( also totally free )",1,1,1
"game much fun . n't problem app . challenging game sure , fun funny . go online find bird issue .",1,1,1
got app new kindle fire hd . app previously android phone . much better . graphic look great . havent played much b/c hubby addicted . lol,1,1,1
"last level newest stage hard close rage quit , bui still like entire game .",1,1,0
"another game usually play phone kindle fire great . 's great game fill waiting time restaurant , airport , etc commercial home .",1,1,1
game addicting . want bird get pig . could play hour .,1,1,1
game problem know hoo ad take love bored finished game star cause possibly angry bird possible .,1,1,1
many bird ! many level ! 's really great deal ! would bought ! 's really cool ! 'm saying bird cool ! hope enjoy .,1,1,1
"definitely addictive . get past first couple level , get challenging . sometimes frustrating ! think yu engineer studied physic , would well game ! fun -- especially passing time waiting doc",1,1,1
younger kid like alot,1,1,1
"'s much fun , husband play together.i n't care war game etc . love simple little bird piggy .",1,1,1
doesnt love angry bird .... game fun challenging . provides many level get harder harder ... much fun becomes addicting,1,1,1
"one game added kindle . took figure , could n't put . still learning trick game fellow bird follower .",1,0,1
"fun game play . since app , downloaded quicly readily available play .",1,1,1
two younger grandchild cousin loved game play time . would recommend .,1,1,1
ca n't beat one . frustrating entertaining time . could download one . fun age !,1,1,1
bought new kindle fire love love option play angry bird . love kindle ! highly recommend getting one .,1,1,1
"angry bird version love , 7 , 8 9 year old kid also like playing .",1,1,1
many hour fun playing version angry bird . many level lot challenge,1,1,1
"best game program ever made far 'm concerned , n't need phd harvard play .",1,1,1
say ? love angry bird . prefer apps ad course . expensive hour fun .,1,1,1
"game addicting , much fun . love would recommend anyone . challenging lot level",1,1,1
"angry bird - one favorite game . grandson game cell phone thought n't ever going give phone back . ha , ha , ha . game quite addicting .",1,1,1
sooooo addictive ! husband fight game . stayed night playing .,1,1,1
kid love play everywhere waiting food 'm shopping must keep everyone busy,1,1,1
game played game downloaded . responsive work well . nice game pas time .,1,1,1
loved angry bird sinse first came . great app kid adult . definitely addictive game,1,1,1
"everybody house play game people know , 's addicting . one want allow green pig win ! lol .",1,1,1
& acute ; stop playing sister love mattybraps good singer omg old like 8 or9,1,1,1
yah 's right n't like angry bird . plus 's free . time consuming game player sucked battle v green piggie monster . angry bird must destroy pig retrieve beautiful egg . n't wh,1,1,1
got gift item son kindle fire . picked . downloaded easy work good .,1,1,1
love game love angry bird love angry bird game new one get,1,1,1
pig eliminated ! ! play game .,1,1,1
great time waster . sometimes little slower 'd like . husband play . enjoy .,1,1,1
daughter love playing game . 'll sit grandpa bond together playing game . love brings together .,1,1,1
"keep app device , grand kid need entertain child doctor office etc.this game keep child entertained 4 - 104 .",1,1,1
game fun ! ! keep busy hour want . grandchild think best ca n't beat free ! ! !,1,1,1
love game ! ! ! fun ! night night night night night night night night night night night night n n n n n n night ! ! ! ! ! ! ! ! love spongebob & lt ; 3,1,1,1
fun game without put much thought . n't like angry bird ? 's good game relax & play .,1,1,1
addictive ! ! really wish amazon would make right entire paragraph providing feedback . sometimes word get point across .,1,1,1
dosent love bird free kindle truck driver im sitting waiting get unloaded play kindle bird fave .,1,1,1
love unlocking bonus level . also love graphic cute pun . 's load fun addictive good way . beat level got star : p : 100 % recommendationfavorite bird : bomb bird .,1,1,1
"much fun , addicting . yes , craze got * * big angry bird showed pillow sock underwear , still great time killer want smirk . 're getting angry bird , start one .",1,1,1
